Year,SEX,REF_AREA,OCCUPATION,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2009,M,PS,ISCO88_8,2009,SL_EMP_EARN,,
2010,M,PS,ISCO88_8,2010,SL_EMP_EARN,,
2011,M,PS,ISCO88_8,2011,SL_EMP_EARN,,
2012,M,PS,ISCO88_8,2012,SL_EMP_EARN,,
2013,M,PS,ISCO88_8,2013,SL_EMP_EARN,,
2014,M,PS,ISCO88_8,2014,SL_EMP_EARN,,
2015,M,PS,ISCO88_8,2015,SL_EMP_EARN,,
2016,M,PS,ISCO88_8,2016,SL_EMP_EARN,,
2017,M,PS,ISCO88_8,2017,SL_EMP_EARN,,
2018,M,PS,ISCO88_8,2018,SL_EMP_EARN,,
2000,M,PS,ISCO08_9,2000,SL_EMP_EARN,,
2001,M,PS,ISCO08_9,2001,SL_EMP_EARN,,
2002,M,PS,ISCO08_9,2002,SL_EMP_EARN,,
2003,M,PS,ISCO08_9,2003,SL_EMP_EARN,,
2004,M,PS,ISCO08_9,2004,SL_EMP_EARN,,
2005,M,PS,ISCO08_9,2005,SL_EMP_EARN,,
2006,M,PS,ISCO08_9,2006,SL_EMP_EARN,,
2007,M,PS,ISCO08_9,2007,SL_EMP_EARN,,
2008,M,PS,ISCO08_9,2008,SL_EMP_EARN,,
2009,M,PS,ISCO08_9,2009,SL_EMP_EARN,,
2010,M,PS,ISCO08_9,2010,SL_EMP_EARN,,
2011,M,PS,ISCO08_9,2011,SL_EMP_EARN,,
2012,M,PS,ISCO08_9,2012,SL_EMP_EARN,,
2013,M,PS,ISCO08_9,2013,SL_EMP_EARN,,
2014,M,PS,ISCO08_9,2014,SL_EMP_EARN,,
2015,M,PS,ISCO08_9,2015,SL_EMP_EARN,,
2016,M,PS,ISCO08_9,2016,SL_EMP_EARN,,
2017,M,PS,ISCO08_9,2017,SL_EMP_EARN,,
2018,M,PS,ISCO08_9,2018,SL_EMP_EARN,,
2000,M,PS,ISCO88_1,2000,SL_EMP_EARN,,
2001,M,PS,ISCO88_1,2001,SL_EMP_EARN,,
2002,M,PS,ISCO88_1,2002,SL_EMP_EARN,,
2003,M,PS,ISCO88_1,2003,SL_EMP_EARN,,
2004,M,PS,ISCO88_1,2004,SL_EMP_EARN,,
2005,M,PS,ISCO88_1,2005,SL_EMP_EARN,,
2006,M,PS,ISCO88_1,2006,SL_EMP_EARN,,
2007,M,PS,ISCO88_1,2007,SL_EMP_EARN,,
2008,M,PS,ISCO88_1,2008,SL_EMP_EARN,,
2009,M,PS,ISCO88_1,2009,SL_EMP_EARN,,
2010,M,PS,ISCO88_1,2010,SL_EMP_EARN,,
2011,M,PS,ISCO88_1,2011,SL_EMP_EARN,,
2012,M,PS,ISCO88_1,2012,SL_EMP_EARN,,
2013,M,PS,ISCO88_1,2013,SL_EMP_EARN,,
2014,M,PS,ISCO88_1,2014,SL_EMP_EARN,,
2015,M,PS,ISCO88_1,2015,SL_EMP_EARN,,
2016,M,PS,ISCO88_1,2016,SL_EMP_EARN,,
2017,M,PS,ISCO88_1,2017,SL_EMP_EARN,,
2018,M,PS,ISCO88_1,2018,SL_EMP_EARN,,
2000,F,West Bank,_T,2000,SL_EMP_EARN,,
2001,F,West Bank,_T,2001,SL_EMP_EARN,,
2002,F,West Bank,_T,2002,SL_EMP_EARN,,
2003,F,West Bank,_T,2003,SL_EMP_EARN,,
2004,F,West Bank,_T,2004,SL_EMP_EARN,,
2005,F,West Bank,_T,2005,SL_EMP_EARN,,
2006,F,West Bank,_T,2006,SL_EMP_EARN,,
2007,F,West Bank,_T,2007,SL_EMP_EARN,,
2008,F,West Bank,_T,2008,SL_EMP_EARN,,
2009,F,West Bank,_T,2009,SL_EMP_EARN,,
2010,F,West Bank,_T,2010,SL_EMP_EARN,,
2011,F,West Bank,_T,2011,SL_EMP_EARN,,
2012,F,West Bank,_T,2012,SL_EMP_EARN,,
2013,F,West Bank,_T,2013,SL_EMP_EARN,,
2014,F,West Bank,_T,2014,SL_EMP_EARN,,
2015,F,West Bank,_T,2015,SL_EMP_EARN,,
2016,F,West Bank,_T,2016,SL_EMP_EARN,,
2017,F,West Bank,_T,2017,SL_EMP_EARN,,
2018,F,West Bank,_T,2018,SL_EMP_EARN,,
2000,F,West Bank,ISCO08_3,2000,SL_EMP_EARN,,
2001,F,West Bank,ISCO08_3,2001,SL_EMP_EARN,,
2002,F,West Bank,ISCO08_3,2002,SL_EMP_EARN,,
2003,F,West Bank,ISCO08_3,2003,SL_EMP_EARN,,
2004,F,West Bank,ISCO08_3,2004,SL_EMP_EARN,,
2005,F,West Bank,ISCO08_3,2005,SL_EMP_EARN,,
2006,F,West Bank,ISCO08_3,2006,SL_EMP_EARN,,
2007,F,West Bank,ISCO08_3,2007,SL_EMP_EARN,,
2008,F,West Bank,ISCO08_3,2008,SL_EMP_EARN,,
2009,F,West Bank,ISCO08_3,2009,SL_EMP_EARN,,
2010,F,West Bank,ISCO08_3,2010,SL_EMP_EARN,,
2011,F,West Bank,ISCO08_3,2011,SL_EMP_EARN,,
2012,F,West Bank,ISCO08_3,2012,SL_EMP_EARN,,
2013,F,West Bank,ISCO08_3,2013,SL_EMP_EARN,,
2014,F,West Bank,ISCO08_3,2014,SL_EMP_EARN,,
2015,F,West Bank,ISCO08_3,2015,SL_EMP_EARN,,
2016,F,West Bank,ISCO08_3,2016,SL_EMP_EARN,,
2017,F,West Bank,ISCO08_3,2017,SL_EMP_EARN,,
2018,F,West Bank,ISCO08_3,2018,SL_EMP_EARN,,
2000,F,West Bank,ISCO08_5,2000,SL_EMP_EARN,,
2001,F,West Bank,ISCO08_5,2001,SL_EMP_EARN,,
2002,F,West Bank,ISCO08_5,2002,SL_EMP_EARN,,
2003,F,West Bank,ISCO08_5,2003,SL_EMP_EARN,,
2004,F,West Bank,ISCO08_5,2004,SL_EMP_EARN,,
2005,F,West Bank,ISCO08_5,2005,SL_EMP_EARN,,
2006,F,West Bank,ISCO08_5,2006,SL_EMP_EARN,,
2007,F,West Bank,ISCO08_5,2007,SL_EMP_EARN,,
2008,F,West Bank,ISCO08_5,2008,SL_EMP_EARN,,
2009,F,West Bank,ISCO08_5,2009,SL_EMP_EARN,,
2010,F,West Bank,ISCO08_5,2010,SL_EMP_EARN,,
2011,F,West Bank,ISCO08_5,2011,SL_EMP_EARN,,
2012,F,West Bank,ISCO08_5,2012,SL_EMP_EARN,,
2013,F,West Bank,ISCO08_5,2013,SL_EMP_EARN,,
2014,F,West Bank,ISCO08_5,2014,SL_EMP_EARN,,
2015,F,West Bank,ISCO08_5,2015,SL_EMP_EARN,,
2016,F,West Bank,ISCO08_5,2016,SL_EMP_EARN,,
2017,F,West Bank,ISCO08_5,2017,SL_EMP_EARN,,
2018,F,West Bank,ISCO08_5,2018,SL_EMP_EARN,,
2000,F,West Bank,ISCO08_6,2000,SL_EMP_EARN,,
2001,F,West Bank,ISCO08_6,2001,SL_EMP_EARN,,
2002,F,West Bank,ISCO08_6,2002,SL_EMP_EARN,,
2003,F,West Bank,ISCO08_6,2003,SL_EMP_EARN,,
2004,F,West Bank,ISCO08_6,2004,SL_EMP_EARN,,
2005,F,West Bank,ISCO08_6,2005,SL_EMP_EARN,,
2006,F,West Bank,ISCO08_6,2006,SL_EMP_EARN,,
2007,F,West Bank,ISCO08_6,2007,SL_EMP_EARN,,
2008,F,West Bank,ISCO08_6,2008,SL_EMP_EARN,,
2009,F,West Bank,ISCO08_6,2009,SL_EMP_EARN,,
2010,F,West Bank,ISCO08_6,2010,SL_EMP_EARN,,
2011,F,West Bank,ISCO08_6,2011,SL_EMP_EARN,,
2012,F,West Bank,ISCO08_6,2012,SL_EMP_EARN,,
2013,F,West Bank,ISCO08_6,2013,SL_EMP_EARN,,
2014,F,West Bank,ISCO08_6,2014,SL_EMP_EARN,,
2015,F,West Bank,ISCO08_6,2015,SL_EMP_EARN,,
2016,F,West Bank,ISCO08_6,2016,SL_EMP_EARN,,
2017,F,West Bank,ISCO08_6,2017,SL_EMP_EARN,,
2018,F,West Bank,ISCO08_6,2018,SL_EMP_EARN,,
2000,F,West Bank,ISCO08_7,2000,SL_EMP_EARN,,
2001,F,West Bank,ISCO08_7,2001,SL_EMP_EARN,,
2002,F,West Bank,ISCO08_7,2002,SL_EMP_EARN,,
2003,F,West Bank,ISCO08_7,2003,SL_EMP_EARN,,
2004,F,West Bank,ISCO08_7,2004,SL_EMP_EARN,,
2005,F,West Bank,ISCO08_7,2005,SL_EMP_EARN,,
2006,F,West Bank,ISCO08_7,2006,SL_EMP_EARN,,
2007,F,West Bank,ISCO08_7,2007,SL_EMP_EARN,,
2008,F,West Bank,ISCO08_7,2008,SL_EMP_EARN,,
2009,F,West Bank,ISCO08_7,2009,SL_EMP_EARN,,
2010,F,West Bank,ISCO08_7,2010,SL_EMP_EARN,,
2011,F,West Bank,ISCO08_7,2011,SL_EMP_EARN,,
2012,F,West Bank,ISCO08_7,2012,SL_EMP_EARN,,
2013,F,West Bank,ISCO08_7,2013,SL_EMP_EARN,,
2014,F,West Bank,ISCO08_7,2014,SL_EMP_EARN,,
2015,F,West Bank,ISCO08_7,2015,SL_EMP_EARN,,
2016,F,West Bank,ISCO08_7,2016,SL_EMP_EARN,,
2017,F,West Bank,ISCO08_7,2017,SL_EMP_EARN,,
2018,F,West Bank,ISCO08_7,2018,SL_EMP_EARN,,
2000,F,West Bank,ISCO88_8,2000,SL_EMP_EARN,,
2001,F,West Bank,ISCO88_8,2001,SL_EMP_EARN,,
2002,F,West Bank,ISCO88_8,2002,SL_EMP_EARN,,
2003,F,West Bank,ISCO88_8,2003,SL_EMP_EARN,,
2004,F,West Bank,ISCO88_8,2004,SL_EMP_EARN,,
2005,F,West Bank,ISCO88_8,2005,SL_EMP_EARN,,
2006,F,West Bank,ISCO88_8,2006,SL_EMP_EARN,,
2007,F,West Bank,ISCO88_8,2007,SL_EMP_EARN,,
2008,F,West Bank,ISCO88_8,2008,SL_EMP_EARN,,
2009,F,West Bank,ISCO88_8,2009,SL_EMP_EARN,,
2010,F,West Bank,ISCO88_8,2010,SL_EMP_EARN,,
2011,F,West Bank,ISCO88_8,2011,SL_EMP_EARN,,
2012,F,West Bank,ISCO88_8,2012,SL_EMP_EARN,,
2013,F,West Bank,ISCO88_8,2013,SL_EMP_EARN,,
2014,F,West Bank,ISCO88_8,2014,SL_EMP_EARN,,
2015,F,West Bank,ISCO88_8,2015,SL_EMP_EARN,,
2016,F,West Bank,ISCO88_8,2016,SL_EMP_EARN,,
2017,F,West Bank,ISCO88_8,2017,SL_EMP_EARN,,
2018,F,West Bank,ISCO88_8,2018,SL_EMP_EARN,,
2000,F,West Bank,ISCO08_9,2000,SL_EMP_EARN,,
2001,F,West Bank,ISCO08_9,2001,SL_EMP_EARN,,
2002,F,West Bank,ISCO08_9,2002,SL_EMP_EARN,,
2003,F,West Bank,ISCO08_9,2003,SL_EMP_EARN,,
2004,F,West Bank,ISCO08_9,2004,SL_EMP_EARN,,
2005,F,West Bank,ISCO08_9,2005,SL_EMP_EARN,,
2006,F,West Bank,ISCO08_9,2006,SL_EMP_EARN,,
2007,F,West Bank,ISCO08_9,2007,SL_EMP_EARN,,
2008,F,West Bank,ISCO08_9,2008,SL_EMP_EARN,,
2009,F,West Bank,ISCO08_9,2009,SL_EMP_EARN,,
2010,F,West Bank,ISCO08_9,2010,SL_EMP_EARN,,
2011,F,West Bank,ISCO08_9,2011,SL_EMP_EARN,,
2012,F,West Bank,ISCO08_9,2012,SL_EMP_EARN,,
2013,F,West Bank,ISCO08_9,2013,SL_EMP_EARN,,
2014,F,West Bank,ISCO08_9,2014,SL_EMP_EARN,,
2015,F,West Bank,ISCO08_9,2015,SL_EMP_EARN,,
2016,F,West Bank,ISCO08_9,2016,SL_EMP_EARN,,
2017,F,West Bank,ISCO08_9,2017,SL_EMP_EARN,,
2018,F,West Bank,ISCO08_9,2018,SL_EMP_EARN,,
2000,F,West Bank,ISCO88_1,2000,SL_EMP_EARN,,
2001,F,West Bank,ISCO88_1,2001,SL_EMP_EARN,,
2002,F,West Bank,ISCO88_1,2002,SL_EMP_EARN,,
2003,F,West Bank,ISCO88_1,2003,SL_EMP_EARN,,
2004,F,West Bank,ISCO88_1,2004,SL_EMP_EARN,,
2005,F,West Bank,ISCO88_1,2005,SL_EMP_EARN,,
2006,F,West Bank,ISCO88_1,2006,SL_EMP_EARN,,
2007,F,West Bank,ISCO88_1,2007,SL_EMP_EARN,,
2008,F,West Bank,ISCO88_1,2008,SL_EMP_EARN,,
2009,F,West Bank,ISCO88_1,2009,SL_EMP_EARN,,
2010,F,West Bank,ISCO88_1,2010,SL_EMP_EARN,,
2011,F,West Bank,ISCO88_1,2011,SL_EMP_EARN,,
2012,F,West Bank,ISCO88_1,2012,SL_EMP_EARN,,
2013,F,West Bank,ISCO88_1,2013,SL_EMP_EARN,,
2014,F,West Bank,ISCO88_1,2014,SL_EMP_EARN,,
2015,F,West Bank,ISCO88_1,2015,SL_EMP_EARN,,
2016,F,West Bank,ISCO88_1,2016,SL_EMP_EARN,,
2017,F,West Bank,ISCO88_1,2017,SL_EMP_EARN,,
2018,F,West Bank,ISCO88_1,2018,SL_EMP_EARN,,
2000,F,Gaza Strip,_T,2000,SL_EMP_EARN,,
2001,F,Gaza Strip,_T,2001,SL_EMP_EARN,,
2002,F,Gaza Strip,_T,2002,SL_EMP_EARN,,
2003,F,Gaza Strip,_T,2003,SL_EMP_EARN,,
2004,F,Gaza Strip,_T,2004,SL_EMP_EARN,,
2005,F,Gaza Strip,_T,2005,SL_EMP_EARN,,
2006,F,Gaza Strip,_T,2006,SL_EMP_EARN,,
2007,F,Gaza Strip,_T,2007,SL_EMP_EARN,,
2008,F,Gaza Strip,_T,2008,SL_EMP_EARN,,
2009,F,Gaza Strip,_T,2009,SL_EMP_EARN,,
2010,F,Gaza Strip,_T,2010,SL_EMP_EARN,,
2011,F,Gaza Strip,_T,2011,SL_EMP_EARN,,
2012,F,Gaza Strip,_T,2012,SL_EMP_EARN,,
2013,F,Gaza Strip,_T,2013,SL_EMP_EARN,,
2014,F,Gaza Strip,_T,2014,SL_EMP_EARN,,
2015,F,Gaza Strip,_T,2015,SL_EMP_EARN,,
2016,F,Gaza Strip,_T,2016,SL_EMP_EARN,,
2017,F,Gaza Strip,_T,2017,SL_EMP_EARN,,
2018,F,Gaza Strip,_T,2018,SL_EMP_EARN,,
2000,F,Gaza Strip,ISCO08_3,2000,SL_EMP_EARN,,
2001,F,Gaza Strip,ISCO08_3,2001,SL_EMP_EARN,,
2002,F,Gaza Strip,ISCO08_3,2002,SL_EMP_EARN,,
2003,F,Gaza Strip,ISCO08_3,2003,SL_EMP_EARN,,
2004,F,Gaza Strip,ISCO08_3,2004,SL_EMP_EARN,,
2005,F,Gaza Strip,ISCO08_3,2005,SL_EMP_EARN,,
2006,F,Gaza Strip,ISCO08_3,2006,SL_EMP_EARN,,
2007,F,Gaza Strip,ISCO08_3,2007,SL_EMP_EARN,,
2008,F,Gaza Strip,ISCO08_3,2008,SL_EMP_EARN,,
2009,F,Gaza Strip,ISCO08_3,2009,SL_EMP_EARN,,
2010,F,Gaza Strip,ISCO08_3,2010,SL_EMP_EARN,,
2011,F,Gaza Strip,ISCO08_3,2011,SL_EMP_EARN,,
2012,F,Gaza Strip,ISCO08_3,2012,SL_EMP_EARN,,
2013,F,Gaza Strip,ISCO08_3,2013,SL_EMP_EARN,,
2014,F,Gaza Strip,ISCO08_3,2014,SL_EMP_EARN,,
2015,F,Gaza Strip,ISCO08_3,2015,SL_EMP_EARN,,
2016,F,Gaza Strip,ISCO08_3,2016,SL_EMP_EARN,,
2017,F,Gaza Strip,ISCO08_3,2017,SL_EMP_EARN,,
2018,F,Gaza Strip,ISCO08_3,2018,SL_EMP_EARN,,
2000,F,Gaza Strip,ISCO08_5,2000,SL_EMP_EARN,,
2001,F,Gaza Strip,ISCO08_5,2001,SL_EMP_EARN,,
2002,F,Gaza Strip,ISCO08_5,2002,SL_EMP_EARN,,
2003,F,Gaza Strip,ISCO08_5,2003,SL_EMP_EARN,,
2004,F,Gaza Strip,ISCO08_5,2004,SL_EMP_EARN,,
2005,F,Gaza Strip,ISCO08_5,2005,SL_EMP_EARN,,
2006,F,Gaza Strip,ISCO08_5,2006,SL_EMP_EARN,,
2007,F,Gaza Strip,ISCO08_5,2007,SL_EMP_EARN,,
2008,F,Gaza Strip,ISCO08_5,2008,SL_EMP_EARN,,
2009,F,Gaza Strip,ISCO08_5,2009,SL_EMP_EARN,,
2010,F,Gaza Strip,ISCO08_5,2010,SL_EMP_EARN,,
2011,F,Gaza Strip,ISCO08_5,2011,SL_EMP_EARN,,
2012,F,Gaza Strip,ISCO08_5,2012,SL_EMP_EARN,,
2013,F,Gaza Strip,ISCO08_5,2013,SL_EMP_EARN,,
2014,F,Gaza Strip,ISCO08_5,2014,SL_EMP_EARN,,
2015,F,Gaza Strip,ISCO08_5,2015,SL_EMP_EARN,,
2016,F,Gaza Strip,ISCO08_5,2016,SL_EMP_EARN,,
2017,F,Gaza Strip,ISCO08_5,2017,SL_EMP_EARN,,
2018,F,Gaza Strip,ISCO08_5,2018,SL_EMP_EARN,,
2000,F,Gaza Strip,ISCO08_6,2000,SL_EMP_EARN,,
2001,F,Gaza Strip,ISCO08_6,2001,SL_EMP_EARN,,
2002,F,Gaza Strip,ISCO08_6,2002,SL_EMP_EARN,,
2003,F,Gaza Strip,ISCO08_6,2003,SL_EMP_EARN,,
2004,F,Gaza Strip,ISCO08_6,2004,SL_EMP_EARN,,
2005,F,Gaza Strip,ISCO08_6,2005,SL_EMP_EARN,,
2006,F,Gaza Strip,ISCO08_6,2006,SL_EMP_EARN,,
2007,F,Gaza Strip,ISCO08_6,2007,SL_EMP_EARN,,
2008,F,Gaza Strip,ISCO08_6,2008,SL_EMP_EARN,,
2009,F,Gaza Strip,ISCO08_6,2009,SL_EMP_EARN,,
2010,F,Gaza Strip,ISCO08_6,2010,SL_EMP_EARN,,
2011,F,Gaza Strip,ISCO08_6,2011,SL_EMP_EARN,,
2012,F,Gaza Strip,ISCO08_6,2012,SL_EMP_EARN,,
2013,F,Gaza Strip,ISCO08_6,2013,SL_EMP_EARN,,
2014,F,Gaza Strip,ISCO08_6,2014,SL_EMP_EARN,,
2015,F,Gaza Strip,ISCO08_6,2015,SL_EMP_EARN,,
2016,F,Gaza Strip,ISCO08_6,2016,SL_EMP_EARN,,
2017,F,Gaza Strip,ISCO08_6,2017,SL_EMP_EARN,,
2018,F,Gaza Strip,ISCO08_6,2018,SL_EMP_EARN,,
2000,F,Gaza Strip,ISCO08_7,2000,SL_EMP_EARN,,
2001,F,Gaza Strip,ISCO08_7,2001,SL_EMP_EARN,,
2002,F,Gaza Strip,ISCO08_7,2002,SL_EMP_EARN,,
2003,F,Gaza Strip,ISCO08_7,2003,SL_EMP_EARN,,
2004,F,Gaza Strip,ISCO08_7,2004,SL_EMP_EARN,,
2005,F,Gaza Strip,ISCO08_7,2005,SL_EMP_EARN,,
2006,F,Gaza Strip,ISCO08_7,2006,SL_EMP_EARN,,
2007,F,Gaza Strip,ISCO08_7,2007,SL_EMP_EARN,,
2008,F,Gaza Strip,ISCO08_7,2008,SL_EMP_EARN,,
2009,F,Gaza Strip,ISCO08_7,2009,SL_EMP_EARN,,
2010,F,Gaza Strip,ISCO08_7,2010,SL_EMP_EARN,,
2011,F,Gaza Strip,ISCO08_7,2011,SL_EMP_EARN,,
2012,F,Gaza Strip,ISCO08_7,2012,SL_EMP_EARN,,
2013,F,Gaza Strip,ISCO08_7,2013,SL_EMP_EARN,,
2014,F,Gaza Strip,ISCO08_7,2014,SL_EMP_EARN,,
2015,F,Gaza Strip,ISCO08_7,2015,SL_EMP_EARN,,
2016,F,Gaza Strip,ISCO08_7,2016,SL_EMP_EARN,,
2017,F,Gaza Strip,ISCO08_7,2017,SL_EMP_EARN,,
2018,F,Gaza Strip,ISCO08_7,2018,SL_EMP_EARN,,
2000,F,Gaza Strip,ISCO88_8,2000,SL_EMP_EARN,,
2001,F,Gaza Strip,ISCO88_8,2001,SL_EMP_EARN,,
2002,F,Gaza Strip,ISCO88_8,2002,SL_EMP_EARN,,
2003,F,Gaza Strip,ISCO88_8,2003,SL_EMP_EARN,,
2004,F,Gaza Strip,ISCO88_8,2004,SL_EMP_EARN,,
2005,F,Gaza Strip,ISCO88_8,2005,SL_EMP_EARN,,
2006,F,Gaza Strip,ISCO88_8,2006,SL_EMP_EARN,,
2007,F,Gaza Strip,ISCO88_8,2007,SL_EMP_EARN,,
2008,F,Gaza Strip,ISCO88_8,2008,SL_EMP_EARN,,
2009,F,Gaza Strip,ISCO88_8,2009,SL_EMP_EARN,,
2010,F,Gaza Strip,ISCO88_8,2010,SL_EMP_EARN,,
2011,F,Gaza Strip,ISCO88_8,2011,SL_EMP_EARN,,
2012,F,Gaza Strip,ISCO88_8,2012,SL_EMP_EARN,,
2013,F,Gaza Strip,ISCO88_8,2013,SL_EMP_EARN,,
2014,F,Gaza Strip,ISCO88_8,2014,SL_EMP_EARN,,
2015,F,Gaza Strip,ISCO88_8,2015,SL_EMP_EARN,,
2016,F,Gaza Strip,ISCO88_8,2016,SL_EMP_EARN,,
2017,F,Gaza Strip,ISCO88_8,2017,SL_EMP_EARN,,
2018,F,Gaza Strip,ISCO88_8,2018,SL_EMP_EARN,,
2000,F,Gaza Strip,ISCO08_9,2000,SL_EMP_EARN,,
2001,F,Gaza Strip,ISCO08_9,2001,SL_EMP_EARN,,
2002,F,Gaza Strip,ISCO08_9,2002,SL_EMP_EARN,,
2003,F,Gaza Strip,ISCO08_9,2003,SL_EMP_EARN,,
2004,F,Gaza Strip,ISCO08_9,2004,SL_EMP_EARN,,
2005,F,Gaza Strip,ISCO08_9,2005,SL_EMP_EARN,,
2006,F,Gaza Strip,ISCO08_9,2006,SL_EMP_EARN,,
2007,F,Gaza Strip,ISCO08_9,2007,SL_EMP_EARN,,
2008,F,Gaza Strip,ISCO08_9,2008,SL_EMP_EARN,,
2009,F,Gaza Strip,ISCO08_9,2009,SL_EMP_EARN,,
2010,F,Gaza Strip,ISCO08_9,2010,SL_EMP_EARN,,
2011,F,Gaza Strip,ISCO08_9,2011,SL_EMP_EARN,,
2012,F,Gaza Strip,ISCO08_9,2012,SL_EMP_EARN,,
2013,F,Gaza Strip,ISCO08_9,2013,SL_EMP_EARN,,
2014,F,Gaza Strip,ISCO08_9,2014,SL_EMP_EARN,,
2015,F,Gaza Strip,ISCO08_9,2015,SL_EMP_EARN,,
2016,F,Gaza Strip,ISCO08_9,2016,SL_EMP_EARN,,
2017,F,Gaza Strip,ISCO08_9,2017,SL_EMP_EARN,,
2018,F,Gaza Strip,ISCO08_9,2018,SL_EMP_EARN,,
2000,F,Gaza Strip,ISCO88_1,2000,SL_EMP_EARN,,
2001,F,Gaza Strip,ISCO88_1,2001,SL_EMP_EARN,,
2002,F,Gaza Strip,ISCO88_1,2002,SL_EMP_EARN,,
2003,F,Gaza Strip,ISCO88_1,2003,SL_EMP_EARN,,
2004,F,Gaza Strip,ISCO88_1,2004,SL_EMP_EARN,,
2005,F,Gaza Strip,ISCO88_1,2005,SL_EMP_EARN,,
2006,F,Gaza Strip,ISCO88_1,2006,SL_EMP_EARN,,
2007,F,Gaza Strip,ISCO88_1,2007,SL_EMP_EARN,,
2008,F,Gaza Strip,ISCO88_1,2008,SL_EMP_EARN,,
2009,F,Gaza Strip,ISCO88_1,2009,SL_EMP_EARN,,
2010,F,Gaza Strip,ISCO88_1,2010,SL_EMP_EARN,,
2011,F,Gaza Strip,ISCO88_1,2011,SL_EMP_EARN,,
2012,F,Gaza Strip,ISCO88_1,2012,SL_EMP_EARN,,
2013,F,Gaza Strip,ISCO88_1,2013,SL_EMP_EARN,,
2014,F,Gaza Strip,ISCO88_1,2014,SL_EMP_EARN,,
2015,F,Gaza Strip,ISCO88_1,2015,SL_EMP_EARN,,
2016,F,Gaza Strip,ISCO88_1,2016,SL_EMP_EARN,,
2017,F,Gaza Strip,ISCO88_1,2017,SL_EMP_EARN,,
2018,F,Gaza Strip,ISCO88_1,2018,SL_EMP_EARN,,
2000,F,PS,_T,2000,SL_EMP_EARN,,55.1
2001,F,PS,_T,2001,SL_EMP_EARN,,56.3
2002,F,PS,_T,2002,SL_EMP_EARN,,61.3
2003,F,PS,_T,2003,SL_EMP_EARN,,61.9
2004,F,PS,_T,2004,SL_EMP_EARN,,63.8
2005,F,PS,_T,2005,SL_EMP_EARN,,66.9
2006,F,PS,_T,2006,SL_EMP_EARN,,70.6
2007,F,PS,_T,2007,SL_EMP_EARN,,70.1
2008,F,PS,_T,2008,SL_EMP_EARN,,74.6
2009,F,PS,_T,2009,SL_EMP_EARN,,77.0
2010,F,PS,_T,2010,SL_EMP_EARN,,77.4
2011,F,PS,_T,2011,SL_EMP_EARN,,79.3
2012,F,PS,_T,2012,SL_EMP_EARN,,82.5
2013,F,PS,_T,2013,SL_EMP_EARN,,81.5
2014,F,PS,_T,2014,SL_EMP_EARN,,81.1
2015,F,PS,_T,2015,SL_EMP_EARN,,82.3
2016,F,PS,_T,2016,SL_EMP_EARN,,83.4
2017,F,PS,_T,2017,SL_EMP_EARN,,84.6
2018,F,PS,_T,2018,SL_EMP_EARN,,92.5
2000,F,PS,ISCO08_3,2000,SL_EMP_EARN,,
2001,F,PS,ISCO08_3,2001,SL_EMP_EARN,,
2002,F,PS,ISCO08_3,2002,SL_EMP_EARN,,
2003,F,PS,ISCO08_3,2003,SL_EMP_EARN,,
2004,F,PS,ISCO08_3,2004,SL_EMP_EARN,,
2005,F,PS,ISCO08_3,2005,SL_EMP_EARN,,
2006,F,PS,ISCO08_3,2006,SL_EMP_EARN,,
2007,F,PS,ISCO08_3,2007,SL_EMP_EARN,,
2008,F,PS,ISCO08_3,2008,SL_EMP_EARN,,
2009,F,PS,ISCO08_3,2009,SL_EMP_EARN,,
2010,F,PS,ISCO08_3,2010,SL_EMP_EARN,,
2011,F,PS,ISCO08_3,2011,SL_EMP_EARN,,
2012,F,PS,ISCO08_3,2012,SL_EMP_EARN,,
2013,F,PS,ISCO08_3,2013,SL_EMP_EARN,,
2014,F,PS,ISCO08_3,2014,SL_EMP_EARN,,
2015,F,PS,ISCO08_3,2015,SL_EMP_EARN,,
2016,F,PS,ISCO08_3,2016,SL_EMP_EARN,,
2017,F,PS,ISCO08_3,2017,SL_EMP_EARN,,
2018,F,PS,ISCO08_3,2018,SL_EMP_EARN,,
2000,F,PS,ISCO08_5,2000,SL_EMP_EARN,,
2001,F,PS,ISCO08_5,2001,SL_EMP_EARN,,
2002,F,PS,ISCO08_5,2002,SL_EMP_EARN,,
2003,F,PS,ISCO08_5,2003,SL_EMP_EARN,,
2004,F,PS,ISCO08_5,2004,SL_EMP_EARN,,
2005,F,PS,ISCO08_5,2005,SL_EMP_EARN,,
2006,F,PS,ISCO08_5,2006,SL_EMP_EARN,,
2007,F,PS,ISCO08_5,2007,SL_EMP_EARN,,
2008,F,PS,ISCO08_5,2008,SL_EMP_EARN,,
2009,F,PS,ISCO08_5,2009,SL_EMP_EARN,,
2010,F,PS,ISCO08_5,2010,SL_EMP_EARN,,
2011,F,PS,ISCO08_5,2011,SL_EMP_EARN,,
2012,F,PS,ISCO08_5,2012,SL_EMP_EARN,,
2013,F,PS,ISCO08_5,2013,SL_EMP_EARN,,
2014,F,PS,ISCO08_5,2014,SL_EMP_EARN,,
2015,F,PS,ISCO08_5,2015,SL_EMP_EARN,,
2016,F,PS,ISCO08_5,2016,SL_EMP_EARN,,
2017,F,PS,ISCO08_5,2017,SL_EMP_EARN,,
2018,F,PS,ISCO08_5,2018,SL_EMP_EARN,,
